image_id,target
cat.10369,0
cat.1037,0
cat.10370,0
cat.10371,0
cat.10372,0
cat.10373,0
cat.10374,0
cat.10375,0
cat.10376,0
cat.10377,0
cat.10378,0
cat.10379,0
cat.1038,0
cat.10380,0
cat.10381,0
cat.10382,0
cat.10383,0
cat.10384,0
cat.10385,0
cat.10386,0
cat.10387,0
cat.10388,0
cat.10389,0
cat.1039,0
cat.10390,0
cat.10391,0
cat.10392,0
cat.10393,0
cat.10394,0
cat.10395,0
cat.10396,0
cat.10397,0
cat.10398,0
cat.10399,0
cat.104,0
cat.1040,0
cat.10400,0
cat.10401,0
cat.10402,0
cat.10403,0
cat.10404,0
cat.10405,0
cat.10406,0
cat.10407,0
cat.10408,0
cat.10409,0
cat.1041,0
cat.10410,0
cat.10411,0
cat.10412,0
cat.10413,0
cat.10414,0
cat.10415,0
cat.10416,0
cat.10417,0
cat.10418,0
cat.10419,0
cat.1042,0
cat.10420,0
cat.10421,0
cat.10422,0
cat.10423,0
cat.10424,0
cat.10425,0
cat.10426,0
cat.10427,0
cat.10428,0
cat.10429,0
cat.1043,0
cat.10430,0
cat.10431,0
cat.10432,0
cat.10433,0
cat.10434,0
cat.10435,0
cat.10436,0
cat.10437,0
cat.10438,0
cat.10439,0
cat.1044,0
cat.10440,0
cat.10441,0
cat.10442,0
cat.10443,0
cat.10444,0
cat.10445,0
cat.10446,0
cat.10447,0
cat.10448,0
cat.10449,0
cat.1045,0
cat.10450,0
cat.10451,0
cat.10452,0
cat.10453,0
cat.10454,0
cat.10455,0
cat.10456,0
cat.10457,0
cat.10458,0
cat.10459,0
cat.1046,0
cat.10460,0
cat.10461,0
cat.10462,0
cat.10463,0
cat.10464,0
cat.10465,0
cat.10466,0
cat.10467,0
cat.10468,0
cat.10469,0
cat.1047,0
cat.10470,0
cat.10471,0
cat.10472,0
cat.10473,0
cat.10474,0
cat.10475,0
cat.10476,0
cat.10477,0
cat.10478,0
cat.10479,0
cat.1048,0
cat.10480,0
cat.10481,0
cat.10482,0
cat.10483,0
cat.10484,0
cat.10485,0
cat.10486,0
cat.10487,0
cat.10488,0
cat.10489,0
cat.1049,0
cat.10490,0
cat.10491,0
cat.10492,0
cat.10493,0
cat.10494,0
cat.10495,0
cat.10496,0
cat.10497,0
cat.10498,0
cat.10499,0
cat.105,0
cat.1050,0
cat.10500,0
cat.10501,0
cat.10502,0
cat.10503,0
cat.10504,0
cat.10505,0
cat.10506,0
cat.10507,0
cat.10508,0
cat.10509,0
cat.1051,0
cat.10510,0
cat.10511,0
cat.10512,0
cat.10513,0
cat.10514,0
cat.10515,0
cat.10516,0
cat.10517,0
cat.10518,0
cat.10519,0
cat.1052,0
cat.10520,0
cat.10521,0
cat.10522,0
cat.10523,0
cat.10524,0
cat.10525,0
cat.10526,0
cat.10527,0
cat.10528,0
cat.10529,0
cat.1053,0
cat.10530,0
cat.10531,0
cat.10532,0
cat.10533,0
cat.10534,0
cat.10535,0
cat.10536,0
cat.10537,0
cat.10538,0
cat.10539,0
cat.1054,0
cat.10540,0
cat.10541,0
cat.10542,0
cat.10543,0
cat.10544,0
cat.10545,0
cat.10546,0
cat.10547,0
cat.10548,0
cat.10549,0
cat.1055,0
cat.10550,0
cat.10551,0
cat.10552,0
cat.10553,0
cat.10554,0
cat.10555,0
cat.10556,0
cat.10557,0
cat.10558,0
cat.10559,0
cat.1056,0
cat.10560,0
cat.10561,0
cat.10562,0
cat.10563,0
cat.10564,0
cat.10565,0
cat.10566,0
cat.10567,0
cat.10568,0
cat.10569,0
cat.1057,0
cat.10570,0
cat.10571,0
cat.10572,0
cat.10573,0
cat.10574,0
cat.10575,0
cat.10576,0
cat.10577,0
cat.10578,0
cat.10579,0
cat.1058,0
cat.10580,0
cat.10581,0
cat.10582,0
cat.10583,0
cat.10584,0
cat.10585,0
cat.10586,0
cat.10587,0
cat.10588,0
cat.10589,0
cat.1059,0
cat.10590,0
cat.10591,0
cat.10592,0
cat.10593,0
cat.10594,0
cat.10595,0
cat.10596,0
cat.10597,0
cat.10598,0
cat.10599,0
cat.106,0
cat.1060,0
cat.10600,0
cat.10601,0
cat.10602,0
cat.10603,0
cat.10604,0
cat.10605,0
cat.10606,0
cat.10607,0
cat.10608,0
cat.10609,0
cat.1061,0
cat.10610,0
cat.10611,0
cat.10612,0
cat.10613,0
cat.10614,0
cat.10615,0
cat.10616,0
cat.10617,0
cat.10618,0
cat.10619,0
cat.1062,0
cat.10620,0
cat.10621,0
cat.10622,0
cat.10623,0
cat.10624,0
cat.10625,0
cat.10626,0
cat.10627,0
cat.10628,0
cat.10629,0
cat.1063,0
cat.10630,0
cat.10631,0
cat.10632,0
cat.10633,0
cat.10634,0
cat.10635,0
cat.10636,0
cat.10637,0
cat.10638,0
cat.10639,0
cat.1064,0
cat.10640,0
cat.10641,0
cat.10642,0
cat.10643,0
cat.10644,0
cat.10645,0
cat.10646,0
cat.10647,0
cat.10648,0
cat.10649,0
cat.1065,0
cat.10650,0
cat.10651,0
cat.10652,0
cat.10653,0
cat.10654,0
cat.10655,0
cat.10656,0
cat.10657,0
cat.10658,0
cat.10659,0
cat.1066,0
cat.10660,0
cat.10661,0
cat.10662,0
cat.10663,0
cat.10664,0
cat.10665,0
cat.10666,0
cat.10667,0
cat.10668,0
cat.10669,0
cat.1067,0
cat.10670,0
cat.10671,0
cat.10672,0
cat.10673,0
cat.10674,0
cat.10675,0
cat.10676,0
cat.10677,0
cat.10678,0
cat.10679,0
cat.1068,0
cat.10680,0
cat.10681,0
cat.10682,0
cat.10683,0
cat.10684,0
cat.10685,0
cat.10686,0
cat.10687,0
cat.10688,0
cat.10689,0
cat.1069,0
cat.10690,0
cat.10691,0
cat.10692,0
cat.10693,0
cat.10694,0
cat.10695,0
cat.10696,0
cat.10697,0
cat.10698,0
cat.10699,0
cat.107,0
cat.1070,0
cat.10700,0
cat.10701,0
cat.10702,0
cat.10703,0
cat.10704,0
cat.10705,0
cat.10706,0
cat.10707,0
cat.10708,0
cat.10709,0
cat.1071,0
cat.10710,0
cat.10711,0
cat.10712,0
cat.10713,0
cat.10714,0
cat.10715,0
cat.10716,0
cat.10717,0
cat.10718,0
cat.10719,0
cat.1072,0
cat.10720,0
cat.10721,0
cat.10722,0
cat.10723,0
cat.10724,0
cat.10725,0
cat.10726,0
cat.10727,0
cat.10728,0
cat.10729,0
cat.1073,0
cat.10730,0
cat.10731,0
cat.10732,0
cat.10733,0
cat.10734,0
cat.10735,0
cat.10736,0
cat.10737,0
cat.10738,0
cat.10739,0
cat.1074,0
cat.10740,0
cat.10741,0
cat.10742,0
cat.10743,0
cat.10744,0
cat.10745,0
cat.10746,0
cat.10747,0
cat.10748,0
cat.10749,0
cat.1075,0
cat.10750,0
cat.10751,0
cat.10752,0
cat.10753,0
cat.10754,0
cat.10755,0
cat.10756,0
cat.10757,0
cat.10758,0
cat.10759,0
cat.1076,0
cat.10760,0
cat.10761,0
cat.10762,0
cat.10763,0
cat.10764,0
cat.10765,0
cat.10766,0
cat.10767,0
cat.10768,0
cat.10769,0
cat.1077,0
cat.10770,0
cat.10771,0
cat.10772,0
cat.10773,0
cat.10774,0
cat.10775,0
cat.10776,0
cat.10777,0
cat.10778,0
cat.10779,0
cat.1078,0
cat.10780,0
cat.10781,0
cat.10782,0
cat.10783,0
cat.10784,0
cat.10785,0
cat.10786,0
cat.10787,0
cat.10788,0
cat.10789,0
cat.1079,0
cat.10790,0
cat.10791,0
cat.10792,0
cat.10793,0
cat.10794,0
cat.10795,0
cat.10796,0
cat.10797,0
cat.10798,0
cat.10799,0
cat.108,0
cat.1080,0
cat.10800,0
cat.10801,0
cat.10802,0
cat.10803,0
cat.10804,0
cat.10805,0
cat.10806,0
cat.10807,0
cat.10808,0
cat.10809,0
cat.1081,0
cat.10810,0
cat.10811,0
cat.10812,0
cat.10813,0
cat.10814,0
cat.10815,0
cat.10816,0
cat.10817,0
cat.10818,0
cat.10819,0
cat.1082,0
cat.10820,0
cat.10821,0
cat.10822,0
cat.10823,0
cat.10824,0
cat.10825,0
cat.10826,0
cat.10827,0
cat.10828,0
cat.10829,0
cat.1083,0
cat.10830,0
cat.10831,0
cat.10832,0
cat.10833,0
cat.10834,0
cat.10835,0
cat.10836,0
cat.10837,0
cat.10838,0
cat.10839,0
cat.1084,0
cat.10840,0
cat.10841,0
cat.10842,0
cat.10843,0
cat.10844,0
cat.10845,0
cat.10846,0
cat.10847,0
cat.10848,0
cat.10849,0
cat.1085,0
cat.10850,0
cat.10851,0
cat.10852,0
cat.10853,0
cat.10854,0
cat.10855,0
cat.10856,0
cat.10857,0
cat.10858,0
cat.10859,0
cat.1086,0
cat.10860,0
cat.10861,0
cat.10862,0
cat.10863,0
cat.10864,0
cat.10865,0
cat.10866,0
cat.10867,0
cat.10868,0
cat.10869,0
cat.1087,0
cat.10870,0
cat.10871,0
cat.10872,0
cat.10873,0
cat.10874,0
cat.10875,0
cat.10876,0
cat.10877,0
cat.10878,0
cat.10879,0
cat.1088,0
cat.10880,0
cat.10881,0
cat.10882,0
cat.10883,0
cat.10884,0
cat.10885,0
cat.10886,0
cat.10887,0
cat.10888,0
cat.10889,0
cat.1089,0
cat.10890,0
cat.10891,0
cat.10892,0
cat.10893,0
cat.10894,0
cat.10895,0
cat.10896,0
cat.10897,0
cat.10898,0
cat.10899,0
cat.109,0
cat.1090,0
cat.10900,0
cat.10901,0
cat.10902,0
cat.10903,0
cat.10904,0
cat.10905,0
cat.10906,0
cat.10907,0
cat.10908,0
cat.10909,0
cat.1091,0
cat.10910,0
cat.10911,0
cat.10912,0
cat.10913,0
cat.10914,0
cat.10915,0
cat.10916,0
cat.10917,0
cat.10918,0
cat.10919,0
cat.1092,0
cat.10920,0
cat.10921,0
cat.10922,0
cat.10923,0
cat.10924,0
cat.10925,0
cat.10926,0
cat.10927,0
cat.10928,0
cat.10929,0
cat.1093,0
cat.10930,0
cat.10931,0
cat.10932,0
cat.10933,0
cat.10934,0
cat.10935,0
cat.10936,0
cat.10937,0
cat.10938,0
cat.10939,0
cat.1094,0
cat.10940,0
cat.10941,0
cat.10942,0
cat.10943,0
cat.10944,0
cat.10945,0
cat.10946,0
cat.10947,0
cat.10948,0
cat.10949,0
cat.1095,0
cat.10950,0
cat.10951,0
cat.10952,0
cat.10953,0
cat.10954,0
cat.10955,0
cat.10956,0
cat.10957,0
cat.10958,0
cat.10959,0
cat.1096,0
cat.10960,0
cat.10961,0
cat.10962,0
cat.10963,0
cat.10964,0
cat.10965,0
cat.10966,0
cat.10967,0
cat.10968,0
cat.10969,0
cat.1097,0
cat.10970,0
cat.10971,0
cat.10972,0
cat.10973,0
cat.10974,0
cat.10975,0
cat.10976,0
cat.10977,0
cat.10978,0
cat.10979,0
cat.1098,0
cat.10980,0
cat.10981,0
cat.10982,0
cat.10983,0
cat.10984,0
cat.10985,0
cat.10986,0
cat.10987,0
cat.10988,0
cat.10989,0
cat.1099,0
cat.10990,0
cat.10991,0
cat.10992,0
cat.10993,0
cat.10994,0
cat.10995,0
cat.10996,0
cat.10997,0
cat.10998,0
cat.10999,0
cat.11,0
cat.110,0
cat.1100,0
cat.11000,0
cat.11001,0
cat.11002,0
cat.11003,0
cat.11004,0
cat.11005,0
cat.11006,0
cat.11007,0
cat.11008,0
cat.11009,0
cat.1101,0
cat.11010,0
cat.11011,0
cat.11012,0
cat.11013,0
cat.11014,0
cat.11015,0
cat.11016,0
cat.11017,0
cat.11018,0
cat.11019,0
cat.1102,0
cat.11020,0
cat.11021,0
cat.11022,0
cat.11023,0
cat.11024,0
cat.11025,0
cat.11026,0
cat.11027,0
cat.11028,0
cat.11029,0
cat.1103,0
cat.11030,0
cat.11031,0
cat.11032,0
cat.11033,0
cat.11034,0
cat.11035,0
cat.11036,0
cat.11037,0
cat.11038,0
cat.11039,0
cat.1104,0
cat.11040,0
cat.11041,0
cat.11042,0
cat.11043,0
cat.11044,0
cat.11045,0
cat.11046,0
cat.11047,0
cat.11048,0
cat.11049,0
cat.1105,0
cat.11050,0
cat.11051,0
cat.11052,0
cat.11053,0
cat.11054,0
cat.11055,0
cat.11056,0
cat.11057,0
cat.11058,0
cat.11059,0
cat.1106,0
cat.11060,0
cat.11061,0
cat.11062,0
cat.11063,0
cat.11064,0
cat.11065,0
cat.11066,0
cat.11067,0
cat.11068,0
cat.11069,0
cat.1107,0
cat.11070,0
cat.11071,0
cat.11072,0
cat.11073,0
cat.11074,0
cat.11075,0
cat.11076,0
cat.11077,0
cat.11078,0
cat.11079,0
cat.1108,0
cat.11080,0
cat.11081,0
cat.11082,0
cat.11083,0
cat.11084,0
cat.11085,0
cat.11086,0
cat.11087,0
cat.11088,0
cat.11089,0
cat.1109,0
cat.11090,0
cat.11091,0
cat.11092,0
cat.11093,0
cat.11094,0
cat.11095,0
cat.11096,0
cat.11097,0
cat.11098,0
cat.11099,0
cat.111,0
cat.1110,0
cat.11100,0
cat.11101,0
cat.11102,0
cat.11103,0
cat.11104,0
cat.11105,0
cat.11106,0
cat.11107,0
cat.11108,0
cat.11109,0
cat.1111,0
cat.11110,0
cat.11111,0
cat.11112,0
cat.11113,0
cat.11114,0
cat.11115,0
cat.11116,0
cat.11117,0
cat.11118,0
cat.11119,0
cat.1112,0
cat.11120,0
cat.11121,0
cat.11122,0
cat.11123,0
cat.11124,0
cat.11125,0
cat.11126,0
cat.11127,0
cat.11128,0
cat.11129,0
cat.1113,0
cat.11130,0
cat.11131,0
cat.11132,0
cat.11133,0
cat.11134,0
cat.11135,0
cat.11136,0
cat.11137,0
cat.11138,0
cat.11139,0
cat.1114,0
cat.11140,0
cat.11141,0
cat.11142,0
cat.11143,0
cat.11144,0
cat.11145,0
cat.11146,0
cat.11147,0
cat.11148,0
cat.11149,0
cat.1115,0
cat.11150,0
cat.11151,0
cat.11152,0
cat.11153,0
cat.11154,0
cat.11155,0
cat.11156,0
cat.11157,0
cat.11158,0
cat.11159,0
cat.1116,0
cat.11160,0
cat.11161,0
cat.11162,0
cat.11163,0
cat.11164,0
cat.11165,0
cat.11166,0
cat.11167,0
cat.11168,0
cat.11169,0
cat.1117,0
cat.11170,0
cat.11171,0
cat.11172,0
cat.11173,0
cat.11174,0
cat.11175,0
cat.11176,0
cat.11177,0
cat.11178,0
cat.11179,0
cat.1118,0
cat.11180,0
cat.11181,0
cat.11182,0
cat.11183,0
cat.11184,0
cat.11185,0
cat.11186,0
cat.11187,0
cat.11188,0
cat.11189,0
cat.1119,0
cat.11190,0
cat.11191,0
cat.11192,0
cat.11193,0
cat.11194,0
cat.11195,0
cat.11196,0
cat.11197,0
cat.11198,0
cat.11199,0
cat.112,0
cat.1120,0
cat.11200,0
cat.11201,0
cat.11202,0
cat.11203,0
cat.11204,0
cat.11205,0
cat.11206,0
cat.11207,0
cat.11208,0
cat.11209,0
cat.1121,0
cat.11210,0
cat.11211,0
cat.11212,0
cat.11213,0
cat.11214,0
cat.11215,0
cat.11216,0
cat.11217,0
cat.11218,0
cat.11219,0
cat.1122,0
cat.11220,0
cat.11221,0
cat.11222,0
cat.11223,0
cat.11224,0
cat.11225,0
cat.11226,0
cat.11227,0
cat.11228,0
cat.11229,0
cat.1123,0
cat.11230,0
cat.11231,0
cat.11232,0
cat.11233,0
cat.11234,0
cat.11235,0
cat.11236,0
cat.11237,0
cat.11238,0
cat.11239,0
cat.1124,0
cat.11240,0
cat.11241,0
cat.11242,0
cat.11243,0
cat.11244,0
cat.11245,0
cat.11246,0
cat.11247,0
cat.11248,0
cat.11249,0
cat.1125,0
cat.11250,0
cat.11251,0
cat.11252,0
cat.11253,0
cat.11254,0
cat.11255,0
cat.11256,0
cat.11257,0
cat.11258,0
cat.11259,0
cat.1126,0
cat.11260,0
cat.11261,0
cat.11262,0
cat.11263,0
cat.11264,0
cat.11265,0
cat.11266,0
cat.11267,0
cat.11268,0
cat.11269,0
cat.1127,0
cat.11270,0
cat.11271,0
cat.11272,0
cat.11273,0
cat.11274,0
cat.11275,0
cat.11276,0
cat.11277,0
cat.11278,0
cat.11279,0
cat.1128,0
cat.11280,0
cat.11281,0
cat.11282,0
cat.11283,0
cat.11284,0
cat.11285,0
cat.11286,0
cat.11287,0
cat.11288,0
cat.11289,0
cat.1129,0
cat.11290,0
cat.11291,0
cat.11292,0
cat.11293,0
cat.11294,0
cat.11295,0
cat.11296,0
cat.11297,0
cat.11298,0
cat.11299,0
cat.113,0
cat.1130,0
cat.11300,0
cat.11301,0
cat.11302,0
cat.11303,0
cat.11304,0
cat.11305,0
cat.11306,0
cat.11307,0
cat.11308,0
cat.11309,0
cat.1131,0
cat.11310,0
cat.11311,0
cat.11312,0
cat.11313,0
cat.11314,0
cat.11315,0
cat.11316,0
cat.11317,0
cat.11318,0
cat.11319,0
cat.1132,0
cat.11320,0
cat.11321,0
cat.11322,0
cat.11323,0
cat.11324,0
cat.11325,0
cat.11326,0
cat.11327,0
cat.11328,0
cat.11329,0
cat.1133,0
cat.11330,0
cat.11331,0
cat.11332,0
cat.11333,0
cat.11334,0
cat.11335,0
cat.11336,0
cat.11337,0
cat.11338,0
cat.11339,0
cat.1134,0
cat.11340,0
cat.11341,0
cat.11342,0
cat.11343,0
cat.11344,0
cat.11345,0
cat.11346,0
cat.11347,0
cat.11348,0
cat.11349,0
cat.1135,0
cat.11350,0
cat.11351,0
cat.11352,0
cat.11353,0
cat.11354,0
cat.11355,0
cat.11356,0
cat.11357,0
cat.11358,0
cat.11359,0
cat.1136,0
cat.11360,0
cat.11361,0
cat.11362,0
cat.11363,0
cat.11364,0
cat.11365,0
cat.11366,0
cat.11367,0
cat.11368,0
cat.11369,0
cat.1137,0
cat.11370,0
cat.11371,0
cat.11372,0
cat.11373,0
cat.11374,0
cat.11375,0
cat.11376,0
cat.11377,0
cat.11378,0
cat.11379,0
cat.1138,0
cat.11380,0
cat.11381,0
cat.11382,0
cat.11383,0
cat.11384,0
cat.11385,0
cat.11386,0
cat.11387,0
cat.11388,0
cat.11389,0
cat.1139,0
cat.11390,0
cat.11391,0
cat.11392,0
cat.11393,0
cat.11394,0
cat.11395,0
cat.11396,0
cat.11397,0
cat.11398,0
cat.11399,0
cat.114,0
cat.1140,0
cat.11400,0
cat.11401,0
cat.11402,0
cat.11403,0
cat.11404,0
cat.11405,0
cat.11406,0
cat.11407,0
cat.11408,0
cat.11409,0
cat.1141,0
cat.11410,0
cat.11411,0
cat.11412,0
cat.11413,0
cat.11414,0
cat.11415,0
cat.11416,0
cat.11417,0
cat.11418,0
cat.11419,0
cat.1142,0
cat.11420,0
cat.11421,0
cat.11422,0
cat.11423,0
cat.11424,0
cat.11425,0
cat.11426,0
cat.11427,0
cat.11428,0
cat.11429,0
cat.1143,0
cat.11430,0
cat.11431,0
cat.11432,0
cat.11433,0
cat.11434,0
cat.11435,0
cat.11436,0
cat.11437,0
cat.11438,0
cat.11439,0
cat.1144,0
cat.11440,0
cat.11441,0
cat.11442,0
cat.11443,0
cat.11444,0
cat.11445,0
cat.11446,0
cat.11447,0
cat.11448,0
cat.11449,0
cat.1145,0
cat.11450,0
cat.11451,0
cat.11452,0
cat.11453,0
cat.11454,0
cat.11455,0
cat.11456,0
cat.11457,0
cat.11458,0
cat.11459,0
cat.1146,0
cat.11460,0
cat.11461,0
cat.11462,0
cat.11463,0
cat.11464,0
cat.11465,0
cat.11466,0
cat.11467,0
cat.11468,0
cat.11469,0
cat.1147,0
cat.11470,0
cat.11471,0
cat.11472,0
cat.11473,0
cat.11474,0
cat.11475,0
cat.11476,0
cat.11477,0
cat.11478,0
cat.11479,0
cat.1148,0
cat.11480,0
cat.11481,0
cat.11482,0
cat.11483,0
cat.11484,0
cat.11485,0
cat.11486,0
cat.11487,0
cat.11488,0
cat.11489,0
cat.1149,0
cat.11490,0
cat.11491,0
cat.11492,0
cat.11493,0
cat.11494,0
cat.11495,0
cat.11496,0
cat.11497,0
cat.11498,0
cat.11499,0
cat.115,0
cat.1150,0
cat.11500,0
cat.11501,0
cat.11502,0
cat.11503,0
cat.11504,0
cat.11505,0
cat.11506,0
cat.11507,0
cat.11508,0
cat.11509,0
cat.1151,0
cat.11510,0
cat.11511,0
cat.11512,0
cat.11513,0
cat.11514,0
cat.11515,0
cat.11516,0
cat.11517,0
cat.11518,0
cat.11519,0
cat.1152,0
cat.11520,0
cat.11521,0
cat.11522,0
cat.11523,0
cat.11524,0
cat.11525,0
cat.11526,0
cat.11527,0
cat.11528,0
cat.11529,0
cat.1153,0
cat.11530,0
cat.11531,0
cat.11532,0
cat.11533,0
cat.11534,0
cat.11535,0
cat.11536,0
cat.11537,0
cat.11538,0
cat.11539,0
cat.1154,0
cat.11540,0
cat.11541,0
cat.11542,0
cat.11543,0
cat.11544,0
cat.11545,0
cat.11546,0
cat.11547,0
cat.11548,0
cat.11549,0
cat.1155,0
cat.11550,0
cat.11551,0
cat.11552,0
cat.11553,0
cat.11554,0
cat.11555,0
cat.11556,0
cat.11557,0
cat.11558,0
cat.11559,0
cat.1156,0
cat.11560,0
cat.11561,0
cat.11562,0
cat.11563,0
cat.11564,0
cat.11565,0
cat.11566,0
cat.11567,0
cat.11568,0
cat.11569,0
cat.1157,0
cat.11570,0
cat.11571,0
cat.11572,0
